,Name,Artist,Weeks.on.chart,Peak.position
3620,Xo Tour Llif3,Lil Uzi Vert,34.0,7.0
3621,Yah.,Kendrick Lamar,3.0,32.0
3622,Yeah,Joe Nichols,20.0,41.0
3623,Yeah 3X,Chris Brown,24.0,15.0
3624,Yeah Boy,Kelsea Ballerini,13.0,65.0
3625,Year 3000,Jonas Brothers,9.0,31.0
3626,Yee Haw,Jake Owen,7.0,83.0
3627,Yellow,Coldplay,20.0,48.0
3628,Yellow Flicker Beat,Lorde,9.0,34.0
3629,Yes Indeed,"Lil Baby, Drake",29.0,6.0
3630,Yes!,Chad Brock,20.0,22.0
3631,Yikes,Kanye West,5.0,8.0
3632,You,Chris Young,20.0,34.0
3633,You,Jacquees,12.0,58.0
3635,You And Me,Lifehouse,62.0,5.0
3636,You And Your Heart,Jack Johnson,4.0,20.0
3637,You Are Everything,Dru Hill,10.0,84.0
3640,You Be Killin Em,Fabolous,18.0,63.0
3641,You Belong With Me,Taylor Swift,50.0,2.0
3642,You Broke Up With Me,Walker Hayes,19.0,62.0
3643,You Can'T Take The Honky Tonk Out Of The Girl,"Brooks, Dunn",20.0,39.0
3644,You Complete Me,Keyshia Cole,10.0,62.0
3645,You Da One,Rihanna,20.0,14.0
3646,You Don'T Know Her Like I Do,Brantley Gilbert,24.0,49.0
3647,You Don'T Know My Name,Alicia Keys,20.0,3.0
3648,You Found Me,The Fray,39.0,7.0
3649,You Gonna Fly,Keith Urban,18.0,54.0
3650,You Had Me From Hello,Kenny Chesney,20.0,34.0
3651,You Know I'M No Good,Amy Winehouse,13.0,77.0
3652,You Know That I Love You,Donell Jones,20.0,54.0
3653,You Know You Like It,"Dj Snake, Alunageorge",21.0,13.0
3654,You Know You'Re Right,Nirvana,20.0,45.0
3655,You Lie,The Band Perry,20.0,42.0
3656,You Look Good In My Shirt,Keith Urban,17.0,44.0
3657,You Look Like I Need A Drink,Justin Moore,8.0,79.0
3658,You Make It Easy,Jason Aldean,20.0,28.0
3660,You Need To Calm Down,Taylor Swift,2.0,2.0
3661,You Raise Me Up,Josh Groban,17.0,73.0
3662,You Rock My World,Michael Jackson,20.0,10.0
3663,You Sang To Me,Marc Anthony,32.0,2.0
3664,You Save Me,Kenny Chesney,20.0,41.0
3665,You Say,Lauren Daigle,43.0,29.0
3666,You Should Be Here,Cole Swindell,20.0,31.0
3667,You Should See Me In A Crown,Billie Eilish,8.0,41.0
3668,You Should'Ve Told Me,Kelly Price,20.0,64.0
3669,You Shouldn'T Kiss Me Like This,Toby Keith,20.0,32.0
3670,You Was Right,Lil Uzi Vert,28.0,40.0
3671,You Won'T Ever Be Lonely,Andy Griggs,20.0,28.0
3672,You'Ll Always Find Your Way Back Home,Hannah Montana,4.0,81.0
3673,You'Ll Be In My Heart,Phil Collins,20.0,21.0
3674,You'Re A God,Vertical Horizon,21.0,23.0
3675,You'Re A Jerk,New Boyz,20.0,24.0
3676,You'Re Beautiful,James Blunt,38.0,1.0
3677,"You'Re Gonna Go Far, Kid",The Offspring,18.0,63.0
3678,You'Re Gonna Miss This,Trace Adkins,20.0,12.0
3679,You'Re My Better Half,Keith Urban,20.0,33.0
3680,You'Re Not Sorry,Taylor Swift,5.0,11.0
3681,You'Re Welcome,Dwayne Johnson,13.0,65.0
3682,You'Ve Got A Way,Shania Twain,13.0,49.0
3683,Young,Kenny Chesney,20.0,35.0
3684,Young And Beautiful,Lana Del Rey,21.0,22.0
3685,Young Dumb & Broke,Khalid,36.0,18.0
3686,Young Girls,Bruno Mars,14.0,32.0
3687,Young'N,Fabolous,20.0,33.0
3688,Youngblood,5 Seconds Of Summer,48.0,7.0
3690,Your Body,Christina Aguilera,9.0,34.0
3691,Your Body,Pretty Ricky,20.0,12.0
3692,Your Body Is A Wonderland,John Mayer,29.0,18.0
3693,Your Everything,Keith Urban,16.0,51.0
3694,Your Man,Josh Turner,20.0,38.0
3696,Yours,Russell Dickerson,20.0,49.0
3697,Yours If You Want It,Rascal Flatts,10.0,71.0
3698,Youth,Troye Sivan,18.0,23.0
3699,Youth Of The Nation,P.O.D.,19.0,28.0
3700,Zack And Codeine,Post Malone,3.0,23.0
3701,Zero,Chris Brown,2.0,80.0
3702,Zombie,Bad Wolves,18.0,54.0
